Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,text
45054110,2019-11-30T23:21:38.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,1068 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,17 BROOKLYN,3046150001,BROOKLYN,1005217,181174,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66393267569497,-73.92442439770433,"{'longitude': '-73.92442439770433', 'latitude': '40.66393267569497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45052115,2019-11-30T23:21:23.000,,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11249,456 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    9 STREET,SOUTH   10 STREET,SOUTH    9 STREET,SOUTH   10 STREET,,BROOKLYN,BEDFORD AVENUE,,In Progress,,,,01 BROOKLYN,3021460023,BROOKLYN,994151,197317,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.708260801398445,-73.96428809257839,"{'longitude': '-73.96428809257839', 'latitude': '40.708260801398445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Unauthorized Bus Layover
45051455,2019-11-30T23:20:57.000,,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11385,89-89 UNION TURNPIKE,UNION TURNPIKE,MARGARET PLACE,LIRR MONTAUK LINE,MARGARET PLACE,LIRR MONTAUK LINE,,RIDGEWOOD,UNION TURNPIKE,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,2019-12-01T04:51:53.000,06 QUEENS,4038860380,QUEENS,1024412,196761,MOBILE,Unspecified,QUEENS,,,,,,,,40.70664910607482,-73.85514316099588,"{'longitude': '-73.85514316099588', 'latitude': '40.70664910607482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Car/Truck Music Your complaint has been received by the Police Department and additional information will be availab
45053688,2019-11-30T23:20:50.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10027,540 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  122 STREET,WEST  123 STREET,WEST  122 STREET,WEST  123 STREET,,NEW YORK,MANHATTAN AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,2019-12-01T04:55:39.000,10 MANHATTAN,1019490047,MANHATTAN,997058,234111,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80924716196946,-73.95373274261046,"{'longitude': '-73.95373274261046', 'latitude': '40.80924716196946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party Your complaint has been received by the Police Department and additional information will be availab
45052291,2019-11-30T23:20:01.000,2019-12-01T00:22:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1142 THIERIOT AVENUE,THIERIOT AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,,BRONX,THIERIOT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T05:22:45.000,09 BRONX,2037560027,BRONX,1021948,241337,PHONE,Unspecified,BRONX,,,,,,,,40.82900932963371,-73.86378031487875,"{'longitude': '-73.86378031487875', 'latitude': '40.82900932963371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access The Police Department responded to the complaint and with the information available observed no evid
45054988,2019-11-30T23:20:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10461,2504 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ROWLAND ST,ST PETERS AVE,,,ADDRESS,BRONX,,,Open,,,,10 BRONX,,BRONX,1027370,244939,UNKNOWN,Unspecified,BRONX,,,,,,,,40.838870958972784,-73.84416509501247,"{'longitude': '-73.84416509501247', 'latitude': '40.838870958972784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Light Condition Street Light Out
45052750,2019-11-30T23:19:29.000,2019-12-01T01:47:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,11-05 30 ROAD,30 ROAD,VERNON BOULEVARD,12 STREET,VERNON BOULEVARD,12 STREET,,ASTORIA,30 ROAD,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2019-12-01T06:47:15.000,01 QUEENS,4005060029,QUEENS,1002573,220161,ONLINE,Unspecified,QUEENS,,,,,,,,40.77094845660508,-73.9338485741624,"{'longitude': '-73.9338485741624', 'latitude': '40.77094845660508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department reviewed your complaint and provided additional information below.
45052044,2019-11-30T23:19:20.000,2019-12-01T01:46:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,11213,1663 UNION STREET,UNION STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T06:46:42.000,09 BROOKLYN,3013950058,BROOKLYN,1002229,182672,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66805092341329,-73.93519065180104,"{'longitude': '-73.93519065180104', 'latitude': '40.66805092341329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Talking The Police Department responded to the complaint and with the information available observed no evid
45049930,2019-11-30T23:18:53.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,63 ADRIAN AVENUE,ADRIAN AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,08 BRONX,1022150276,MANHATTAN,1009001,258969,PHONE,Unspecified,MANHATTAN,,,,,,,,40.87744966990328,-73.9104984611231,"{'longitude': '-73.9104984611231', 'latitude': '40.87744966990328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45049533,2019-11-30T23:18:37.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,129 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,12 MANHATTAN,1022200021,MANHATTAN,1005174,254130,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86417800315048,-73.9243522941168,"{'longitude': '-73.9243522941168', 'latitude': '40.86417800315048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45052676,2019-11-30T23:18:33.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,1180 PRESIDENT STREET,PRESIDENT STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,09 BROOKLYN,3012820034,BROOKLYN,997694,182691,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.668111122093144,-73.95153803723703,"{'longitude': '-73.95153803723703', 'latitude': '40.668111122093144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45050932,2019-11-30T23:18:33.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,1068 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,17 BROOKLYN,3046150001,BROOKLYN,1005217,181174,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66393267569497,-73.92442439770433,"{'longitude': '-73.92442439770433', 'latitude': '40.66393267569497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45053071,2019-11-30T23:18:30.000,2019-12-01T00:07:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10026,67 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  113 STREET,WEST  114 STREET,WEST  113 STREET,WEST  114 STREET,,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2019-12-01T05:07:23.000,10 MANHATTAN,1018230056,MANHATTAN,997390,231134,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.801075630240526,-73.95253926202268,"{'longitude': '-73.95253926202268', 'latitude': '40.801075630240526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Hydrant The Police Department responded to the complaint and took action to fix the condition.
45054969,2019-11-30T23:18:21.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,535 WEST  162 STREET,WEST  162 STREET,ST NICHOLAS AVENUE,BROADWAY,ST NICHOLAS AVENUE,BROADWAY,,NEW YORK,WEST  162 STREET,,In Progress,,,,12 MANHATTAN,1021220015,MANHATTAN,1000591,244043,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.836501854194985,-73.94094604934563,"{'longitude': '-73.94094604934563', 'latitude': '40.836501854194985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45049515,2019-11-30T23:17:58.000,2019-12-01T01:01:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11213,933 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,,BROOKLYN,ST MARKS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T06:01:40.000,08 BROOKLYN,3012230073,BROOKLYN,1000677,185096,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.674707274746936,-73.94077927570747,"{'longitude': '-73.94077927570747', 'latitude': '40.674707274746936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Vehicle Car/Truck Music The Police Department responded to the complaint and with the information available observed no evid
45050449,2019-11-30T23:17:53.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,1 JACOBUS PLACE,JACOBUS PLACE,WEST  225 STREET,FT CHARLES PLACE,WEST  225 STREET,FT CHARLES PLACE,,BRONX,JACOBUS PLACE,,In Progress,,,,08 BRONX,1022150339,BRONX,1008544,258129,ONLINE,Unspecified,BRONX,,,,,,,,40.875145400143914,-73.91215405363715,"{'longitude': '-73.91215405363715', 'latitude': '40.875145400143914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45052505,2019-11-30T23:17:34.000,2019-12-01T00:02:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,510 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,,NEW YORK,EAST   11 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T05:02:48.000,03 MANHATTAN,1004040009,MANHATTAN,989438,204588,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.728221967714056,-73.98128180296732,"{'longitude': '-73.98128180296732', 'latitude': '40.728221967714056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
45050595,2019-11-30T23:17:23.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,149 MORTON PLACE,MORTON PLACE,HARRISON AVENUE,UNIVERSITY AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,,BRONX,MORTON PLACE,,In Progress,,,,05 BRONX,2028680275,BRONX,1007938,249277,PHONE,Unspecified,BRONX,,,,,,,,40.85085099376762,-73.91437660649811,"{'longitude': '-73.91437660649811', 'latitude': '40.85085099376762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access
45053702,2019-11-30T23:16:48.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,1428 GREENE AVENUE,GREENE AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,,BROOKLYN,GREENE AVENUE,,In Progress,,,,04 BROOKLYN,3033010013,BROOKLYN,1007384,194698,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70104756287669,-73.91656701555371,"{'longitude': '-73.91656701555371', 'latitude': '40.70104756287669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access
45054963,2019-11-30T23:16:25.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035,20 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,BEND,1 AVENUE,BEND,,NEW YORK,PALADINO AVENUE,,In Progress,,,,11 MANHATTAN,1018080001,MANHATTAN,1003295,230879,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80036497064086,-73.9312115560449,"{'longitude': '-73.9312115560449', 'latitude': '40.80036497064086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45053584,2019-11-30T23:16:21.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10010,272 3 AVENUE,3 AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,,NEW YORK,3 AVENUE,,In Progress,,,,06 MANHATTAN,1008770047,MANHATTAN,988730,208115,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73790310262504,-73.98383390384099,"{'longitude': '-73.98383390384099', 'latitude': '40.73790310262504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45050426,2019-11-30T23:16:07.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11435,90-22 143 STREET,143 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,,JAMAICA,143 STREET,,In Progress,,,,12 QUEENS,4099790017,QUEENS,1036525,194851,MOBILE,Unspecified,QUEENS,,,,,,,,40.70134334609981,-73.81146877667207,"{'longitude': '-73.81146877667207', 'latitude': '40.70134334609981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Commercial Overnight Parking
45049326,2019-11-30T23:16:01.000,2019-12-01T01:43:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,52-09 SEABURY STREET,SEABURY STREET,GRAND AVENUE,53 AVENUE,GRAND AVENUE,53 AVENUE,,ELMHURST,SEABURY STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2019-12-01T06:43:57.000,04 QUEENS,4028510010,QUEENS,1017905,207507,MOBILE,Unspecified,QUEENS,,,,,,,,40.73617139548209,-73.87855892916194,"{'longitude': '-73.87855892916194', 'latitude': '40.73617139548209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access The Police Department responded and upon arrival those responsible for the condition were gone.
45050217,2019-11-30T23:15:44.000,2019-12-01T01:28:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11373,88-36 ELMHURST AVENUE,ELMHURST AVENUE,FORLEY STREET,ELBERTSON STREET,FORLEY STREET,ELBERTSON STREET,,ELMHURST,ELMHURST AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2019-12-01T06:28:19.000,04 QUEENS,4015540001,QUEENS,1018210,211222,PHONE,Unspecified,QUEENS,,,,,,,,40.746366969929255,-73.87743960950525,"{'longitude': '-73.87743960950525', 'latitude': '40.746366969929255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Talking The Police Department responded to the complaint and took action to fix the condition.
45050690,2019-11-30T23:15:42.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11416,83-01 95 AVENUE,95 AVENUE,83 STREET,84 STREET,83 STREET,84 STREET,,OZONE PARK,95 AVENUE,,In Progress,,,,09 QUEENS,4090140027,QUEENS,1023777,188604,ONLINE,Unspecified,QUEENS,,,,,,,,40.68426292337521,-73.85748135029226,"{'longitude': '-73.85748135029226', 'latitude': '40.68426292337521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Sidewalk
45049077,2019-11-30T23:15:39.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,14 MONROE STREET,MONROE STREET,CATHERINE STREET,MARKET STREET,CATHERINE STREET,MARKET STREET,,NEW YORK,MONROE STREET,,In Progress,,,,03 MANHATTAN,1002530001,MANHATTAN,985497,198484,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71146939130224,-73.99550198050821,"{'longitude': '-73.99550198050821', 'latitude': '40.71146939130224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45052644,2019-11-30T23:15:37.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10467,3434 DEKALB AVENUE,DEKALB AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,07 BRONX,2033270073,BRONX,1016901,260234,PHONE,Unspecified,BRONX,,,,,,,,40.8808960093735,-73.88192531192469,"{'longitude': '-73.88192531192469', 'latitude': '40.8808960093735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER APARTMENT ONLY The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45052427,2019-11-30T23:15:37.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,716 EAST  216 STREET,EAST  216 STREET,,,,,ADDRESS,BRONX,,,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2019-11-30T00:00:00.000,12 BRONX,2046630023,BRONX,1022086,260347,PHONE,Unspecified,BRONX,,,,,,,,40.881185453106006,-73.8631743649154,"{'longitude': '-73.8631743649154', 'latitude': '40.881185453106006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.
45053282,2019-11-30T23:15:31.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,2072 20 LANE,20 LANE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2019-11-30T00:00:00.000,11 BROOKLYN,3064890001,BROOKLYN,983458,157097,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59787119310791,-74.00285194110869,"{'longitude': '-74.00285194110869', 'latitude': '40.59787119310791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HEAT/HOT WATER ENTIRE BUILDING The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.
45050687,2019-11-30T23:15:10.000,2019-11-30T23:25:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10031,547 WEST  142 STREET,WEST  142 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,,NEW YORK,WEST  142 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,2019-12-01T04:25:09.000,09 MANHATTAN,1020740001,MANHATTAN,997911,239491,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82401247318397,-73.950640439093,"{'longitude': '-73.950640439093', 'latitude': '40.82401247318397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department responded to the complaint but officers were unable to gain entry into the pre
45054987,2019-11-30T23:15:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10465,,,,,BRUCKNER BOULEVARD,BRUSH AVENUE,INTERSECTION,BRONX,,,Open,,,,10 BRONX,,BRONX,1028203,241169,UNKNOWN,Unspecified,BRONX,,,,,,,,40.828519305847,-73.84117935716411,"{'longitude': '-73.84117935716411', 'latitude': '40.828519305847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Light Condition Street Light Out
45050670,2019-11-30T23:14:33.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11204,1559 WEST    6 STREET,WEST    6 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,,BROOKLYN,WEST    6 STREET,,In Progress,,,,11 BROOKLYN,3066017501,BROOKLYN,989832,161222,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60919175555542,-73.97989616802053,"{'longitude': '-73.97989616802053', 'latitude': '40.60919175555542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Sidewalk
45053502,2019-11-30T23:13:52.000,2019-11-30T23:20:40.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10036,401 WEST   48 STREET,WEST   48 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,NEW YORK,WEST   48 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T04:20:43.000,04 MANHATTAN,1010580029,MANHATTAN,986941,217048,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76242265800744,-73.99028594206287,"{'longitude': '-73.99028594206287', 'latitude': '40.76242265800744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Banging/Pounding The Police Department responded to the complaint and determined that police action was not necessary
45054759,2019-11-30T23:13:44.000,2019-12-01T01:43:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,21-16 31 AVENUE,31 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,,ASTORIA,31 AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2019-12-01T06:43:09.000,01 QUEENS,4005520022,QUEENS,1003736,218804,ONLINE,Unspecified,QUEENS,,,,,,,,40.7672213584817,-73.92965373777886,"{'longitude': '-73.92965373777886', 'latitude': '40.7672213584817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department reviewed your complaint and provided additional information below.
45050609,2019-11-30T23:13:23.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,97-16 110 STREET,110 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,,SOUTH RICHMOND HILL,110 STREET,,In Progress,,,,09 QUEENS,4093950038,QUEENS,1030159,190414,ONLINE,Unspecified,QUEENS,,,,,,,,40.6892001491525,-73.83445811302903,"{'longitude': '-73.83445811302903', 'latitude': '40.6892001491525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Blocked Hydrant
45051941,2019-11-30T23:13:10.000,2019-11-30T23:16:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11105,22-79 STEINWAY STREET,STEINWAY STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,,ASTORIA,STEINWAY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T04:16:05.000,01 QUEENS,4007950001,QUEENS,1009849,220404,ONLINE,Unspecified,QUEENS,,,,,,,,40.77159735201761,-73.90757916260694,"{'longitude': '-73.90757916260694', 'latitude': '40.77159735201761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
45052535,2019-11-30T23:13:09.000,2019-11-30T23:14:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,213 NAGLE AVENUE,NAGLE AVENUE,,,,,,NEW YORK,NAGLE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,2019-12-01T04:14:08.000,12 MANHATTAN,1022160001,MANHATTAN,1005572,253428,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86225027373548,-73.92291561661044,"{'longitude': '-73.92291561661044', 'latitude': '40.86225027373548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party The Police Department responded to the complaint and with the information available observed no evid
